#angDist  RA_ICRS    DE_ICRS   umag   gmag   rmag   imag   zmag   e_umag e_gmag e_rmag e_imag  e_zm source_id          
0.055701 177.644812 41.911139 17.558 17.256 17.033 16.846 16.699 0.010  0.005  0.005  0.005   0.00 768805846133492480 
0.066131 177.644812 41.911142 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  768805846133492480 
0.078137 177.644816 41.911145 17.552 17.255 17.031 16.841 16.683 0.010  0.005  0.005  0.005   0.00 768805846133492480 
0.087887 177.644817 41.911148 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  768805846133492480 
0.048959 177.752371 41.960512 18.833 18.653 18.517 18.266 17.856 0.023  0.009  0.010  0.010   0.02 768807534055911936 
0.049032 177.752371 41.960512 18.863 18.698 18.577 18.328 17.923 0.023  0.009  0.010  0.010   0.02 768807534055911936 
0.083139 177.752376 41.960521 18.788 18.637 18.486 18.230 17.809 0.023  0.009  0.010  0.010   0.02 768807534055911936 
0.015344 178.401745 42.443547 18.876 18.540 18.249 18.060 18.048 0.021  0.007  0.008  0.008   0.02 768846974739811840 
0.015344 178.401745 42.443547 18.877 18.541 18.249 18.061 18.048 0.021  0.007  0.008  0.008   0.02 768846974739811840 
0.017291 178.401743 42.443546 18.874 18.539 18.247 18.062 18.036 0.021  0.007  0.008  0.008   0.02 768846974739811840 
0.017291 178.401743 42.443546 18.874 18.539 18.247 18.062 18.036 0.021  0.007  0.008  0.008   0.02 768846974739811840 
0.048463 178.401739 42.443556 18.861 18.531 18.242 18.064 18.030 0.021  0.007  0.008  0.008   0.02 768846974739811840 
0.051730 178.401736 42.443556 18.871 18.532 18.243 18.052 18.041 0.021  0.007  0.008  0.008   0.02 768846974739811840 
0.022136 179.171985 42.541327 18.672 18.603 18.559 18.277 18.311 0.019  0.008  0.009  0.009   0.03 768883469077693952 
0.033701 179.171980 42.541319 18.678 18.605 18.565 18.282 18.314 0.019  0.008  0.009  0.009   0.02 768883469077693952 
0.023801 179.679520 42.608353 18.049 16.309 15.536 15.166 14.860 0.019  0.003  0.003  0.003   0.00 768898690441759232 
0.023802 179.679520 42.608353 18.058 16.315 15.541 15.172 14.867 0.019  0.003  0.003  0.003   0.00 768898690441759232 
0.058307 179.679527 42.608361 18.030 16.313 15.537 15.169 14.852 0.020  0.003  0.003  0.003   0.00 768898690441759232 
0.221057 179.718789 42.722455 18.592 18.394 18.952 23.074 22.827 0.020  0.010  0.020  1.045   1.34 768911815861814400 
0.065709 179.275110 42.820087 18.337 18.342 18.344 18.049 18.036 0.015  0.007  0.008  0.009   0.01 768948645205852928 
0.065709 179.275110 42.820087 18.337 18.342 18.344 18.049 18.036 0.015  0.007  0.008  0.009   0.01 768948645205852928 
0.077676 179.275113 42.820091 18.327 18.336 18.336 18.043 18.018 0.015  0.007  0.008  0.008   0.02 768948645205852928 
0.030586 179.220068 42.860451 18.225 18.146 17.981 17.987 18.034 0.014  0.006  0.007  0.008   0.02 768949813436971264 
0.046486 179.220071 42.860456 18.214 18.141 17.974 17.984 18.012 0.014  0.006  0.007  0.008   0.02 768949813436971264 
0.060674 179.312021 42.913093 20.631 20.074 20.032 20.012 19.824 0.063  0.018  0.022  0.031   0.07 768973452936984704 
0.036037 179.882711 43.145216 20.101 18.646 17.519 17.273 17.163 0.045  0.008  0.006  0.006   0.03 768983181038387840 
0.045900 179.882712 43.145212 20.166 18.656 17.522 17.278 17.185 0.045  0.008  0.006  0.006   0.03 768983181038387840 
0.046429 179.882712 43.145212 20.169 18.663 17.528 17.284 17.194 0.045  0.008  0.006  0.006   0.03 768983181038387840 
0.008993 176.191102 40.864777 18.839 18.804 18.610 18.628 18.728 0.019  0.008  0.008  0.011   0.03 769029012634268800 
0.009002 176.191101 40.864781 18.815 18.798 18.606 18.622 18.728 0.018  0.008  0.008  0.011   0.03 769029012634268800 
0.034395 175.689389 41.018290 19.266 18.834 18.817 18.886 18.781 0.025  0.009  0.010  0.013   0.03 769072271544442496 
0.041655 175.689397 41.018296 19.262 18.834 18.818 18.890 18.762 0.026  0.009  0.010  0.015   0.03 769072271544442496 
0.048798 175.350941 40.959142 18.860 18.529 18.588 18.713 18.579 0.020  0.008  0.009  0.011   0.03 769080006781092224 
0.058757 175.350936 40.959137 18.880 18.537 18.594 18.725 18.611 0.020  0.008  0.009  0.012   0.03 769080006781092224 
0.051518 175.764441 41.324462 18.914 18.919 18.759 18.783 18.828 0.021  0.009  0.010  0.012   0.03 769103126589802752 
0.078922 175.764439 41.324455 18.939 18.921 18.762 18.785 18.839 0.022  0.009  0.010  0.012   0.03 769103126589802752 
0.078922 175.764439 41.324455 18.939 18.921 18.762 18.785 18.839 0.022  0.009  0.010  0.012   0.03 769103126589802752 
0.063363 176.584484 41.200247 18.680 18.497 18.433 18.492 18.389 0.016  0.007  0.008  0.010   0.02 769133397518895744 
0.066490 176.584483 41.200247 18.675 18.495 18.428 18.487 18.379 0.016  0.007  0.008  0.010   0.02 769133397518895744 
0.054576 176.636535 41.337392 18.282 18.123 17.804 17.765 17.151 0.014  0.007  0.006  0.007   0.01 769140716143847680 
0.061252 176.636536 41.337395 18.286 18.125 17.809 17.769 17.160 0.014  0.007  0.006  0.007   0.01 769140716143847680 
0.020692 176.744929 41.480799 19.245 19.002 18.947 18.747 18.716 0.026  0.009  0.011  0.012   0.03 769143430563216000 
0.021144 176.744929 41.480799 19.207 18.987 18.924 18.714 18.642 0.025  0.009  0.011  0.012   0.02 769143430563216000 
0.050573 176.744929 41.480808 19.186 18.981 18.911 18.700 18.633 0.026  0.009  0.011  0.012   0.03 769143430563216000 
0.063508 176.626969 41.533865 18.448 18.069 18.024 17.946 18.024 0.016  0.006  0.007  0.008   0.01 769147317508831104 
0.063508 176.626969 41.533865 18.448 18.069 18.024 17.946 18.025 0.016  0.006  0.007  0.008   0.01 769147317508831104 
0.080914 176.626970 41.533874 18.430 18.067 18.022 17.941 18.004 0.016  0.006  0.007  0.008   0.02 769147317508831104 
0.068952 176.338784 41.775271 18.650 18.369 18.126 17.887 17.735 0.018  0.007  0.007  0.007   0.02 769211428484834560 
0.085893 176.338791 41.775263 18.655 18.368 18.127 17.888 17.752 0.018  0.007  0.007  0.007   0.01 769211428484834560 
0.042525 175.966942 41.755521 18.276 17.366 16.778 16.631 16.455 0.015  0.005  0.004  0.005   0.00 769220194513897344 
0.049057 175.191729 41.297027 19.368 19.186 19.068 18.829 18.869 0.028  0.011  0.012  0.012   0.03 769281281833539584 
0.051523 175.191733 41.297034 19.346 19.177 19.062 18.823 18.846 0.028  0.011  0.012  0.012   0.03 769281281833539584 
0.081915 175.166112 41.762760 18.036 18.080 17.971 17.654 17.691 0.014  0.006  0.007  0.007   0.02 769328698271807232 
0.086929 175.166111 41.762756 18.039 18.080 17.973 17.659 17.707 0.014  0.006  0.007  0.007   0.01 769328698271807232 
0.045045 175.318216 42.351338 19.386 19.141 18.982 19.043 19.082 0.028  0.010  0.011  0.014   0.04 769402816523256832 
0.045752 175.318215 42.351338 19.351 19.123 18.962 18.673 18.320 0.027  0.010  0.011  0.011   0.02 769402816523256832 
0.051940 175.318211 42.351335 19.312 19.121 18.954 19.012 18.981 0.027  0.010  0.011  0.013   0.04 769402816523256832 
0.026399 176.083541 42.239672 18.765 18.490 18.352 18.111 18.116 0.020  0.007  0.008  0.008   0.02 769432709495533056 
0.041962 176.083543 42.239665 18.783 18.490 18.356 18.112 18.124 0.021  0.007  0.008  0.008   0.02 769432709495533056 
0.081183 175.957865 42.276233 20.213 19.206 19.049 18.849 18.884 0.052  0.010  0.012  0.013   0.04 769436420347283968 
0.116574 175.957861 42.276223 20.254 19.209 19.044 18.854 18.906 0.054  0.010  0.012  0.013   0.04 769436420347283968 
0.052105 170.627792 46.620054 18.830 18.801 18.778 18.627 18.341 0.019  0.008  0.010  0.011   0.02 788318810272044416 
0.063793 170.627788 46.620056 18.844 18.811 18.785 18.646 18.375 0.019  0.008  0.010  0.011   0.02 788318810272044416 
0.091242 170.221511 46.559832 19.166 18.613 18.570 18.598 18.391 0.024  0.007  0.009  0.011   0.03 788326472493672960 
0.105029 170.221503 46.559836 19.172 18.616 18.572 18.603 18.410 0.023  0.007  0.009  0.011   0.03 788326472493672960 
0.105029 170.221503 46.559836 19.174 18.618 18.575 18.606 18.415 0.023  0.007  0.009  0.011   0.03 788326472493672960 
0.052494 176.649909 42.649849 21.268 19.595 18.906 18.664 18.547 0.101  0.013  0.011  0.012   0.03 769471428625527168 
0.057734 176.649894 42.649846 21.256 19.606 18.916 18.686 18.563 0.099  0.013  0.011  0.012   0.02 769471428625527168 
0.057759 176.649894 42.649846 21.257 19.606 18.916 18.680 18.563 0.099  0.013  0.011  0.012   0.02 769471428625527168 
0.038904 175.844179 42.296434 19.516 18.859 18.663 18.633 18.412 0.034  0.009  0.010  0.011   0.03 769483046512253056 
0.071371 175.844173 42.296421 19.546 18.865 18.675 18.649 18.437 0.034  0.009  0.010  0.011   0.03 769483046512253056 
0.071673 175.844173 42.296421 19.543 18.862 18.671 18.643 18.430 0.034  0.009  0.010  0.011   0.03 769483046512253056 
0.031356 175.763529 42.526655 17.968 17.708 17.757 17.780 17.765 0.012  0.006  0.006  0.007   0.01 769501287237897728 
0.039449 175.763523 42.526656 17.964 17.704 17.750 17.777 17.747 0.012  0.005  0.006  0.007   0.02 769501287237897728 
0.068164 176.037119 42.732651 17.844 17.823 17.759 17.819 17.384 0.011  0.006  0.006  0.008   0.01 769507368911273472 
0.103275 176.037111 42.732642 17.855 17.826 17.761 17.825 17.395 0.012  0.006  0.006  0.008   0.01 769507368911273472 
0.054135 176.157719 42.747819 18.540 18.452 18.083 17.945 17.994 0.017  0.007  0.007  0.008   0.02 769510530007212928 
0.079082 176.157710 42.747807 18.558 18.453 18.090 17.947 18.003 0.017  0.007  0.007  0.008   0.01 769510530007212928 
0.047926 176.284115 42.738837 18.379 16.619 15.832 15.443 15.156 0.023  0.004  0.003  0.003   0.00 769510843540528256 
0.047927 176.284115 42.738837 18.374 16.615 15.828 15.440 15.151 0.023  0.004  0.003  0.003   0.00 769510843540528256 
0.078338 176.284123 42.738848 18.320 16.611 15.821 15.431 15.139 0.023  0.004  0.003  0.003   0.00 769510843540528256 
0.012364 177.939394 42.277957 18.774 18.421 18.418 18.338 18.455 0.020  0.007  0.008  0.009   0.03 769588221671274624 
0.016065 177.939394 42.277956 18.779 18.429 18.428 18.350 18.438 0.018  0.007  0.008  0.009   0.02 769588221671274624 
0.021019 177.939393 42.277966 18.771 18.418 18.415 18.337 18.439 0.020  0.007  0.008  0.009   0.03 769588221671274624 
0.044300 177.939388 42.277949 18.789 18.432 18.431 18.351 18.436 0.018  0.007  0.008  0.009   0.02 769588221671274624 
0.029678 178.953213 42.900253 19.160 18.818 18.869 18.983 18.945 0.025  0.009  0.010  0.014   0.04 769703322499391232 
0.077289 178.953205 42.900240 19.168 18.829 18.880 18.987 18.946 0.024  0.009  0.010  0.014   0.03 769703322499391232 
0.077289 178.953205 42.900240 19.168 18.829 18.880 18.987 18.946 0.024  0.009  0.010  0.014   0.03 769703322499391232 
0.023478 179.749344 43.598302 18.925 18.909 18.858 18.716 18.546 0.021  0.009  0.010  0.011   0.03 769760119147261696 
0.032469 179.749354 43.598298 18.932 18.916 18.858 18.717 18.570 0.021  0.009  0.010  0.011   0.02 769760119147261696 
0.024029 178.780591 43.272577 18.887 18.842 18.654 18.624 18.687 0.023  0.009  0.009  0.012   0.03 769770770666057856 
0.024029 178.780591 43.272577 18.887 18.842 18.654 18.624 18.687 0.023  0.009  0.009  0.012   0.03 769770770666057856 
0.036724 178.780597 43.272583 18.870 18.840 18.651 18.619 18.679 0.023  0.009  0.009  0.012   0.03 769770770666057856 
0.035236 179.058811 43.447795 19.554 19.575 19.578 19.292 19.158 0.031  0.012  0.016  0.016   0.04 769778677700892288 
0.060138 179.058821 43.447794 19.544 19.581 19.591 19.305 19.158 0.031  0.012  0.016  0.016   0.04 769778677700892288 
0.083404 179.423065 43.824499 18.798 17.143 16.379 16.033 15.792 0.024  0.004  0.004  0.004   0.00 769821833532257792 
0.105883 179.423097 43.824505 18.776 17.131 16.367 16.021 15.768 0.024  0.004  0.004  0.004   0.00 769821833532257792 
0.023963 178.466982 43.472305 18.543 16.924 16.150 15.793 15.511 0.023  0.004  0.003  0.003   0.00 769885192889818368 
0.035934 178.466986 43.472303 18.712 17.001 16.233 15.878 15.626 0.024  0.004  0.003  0.004   0.00 769885192889818368 
0.036215 178.466985 43.472302 18.576 16.925 16.151 15.801 15.530 0.023  0.004  0.003  0.003   0.00 769885192889818368 
0.095965 170.755497 47.052417 17.056 15.334 14.514 14.101 13.764 0.010  0.002  0.002  0.002   0.00 788763940682855680 
0.080555 177.349666 43.280393 18.475 18.349 18.121 17.934 18.028 0.017  0.007  0.007  0.008   0.02 769911443730462848 
0.089138 177.349670 43.280406 18.469 18.346 18.115 17.930 18.008 0.017  0.007  0.007  0.008   0.02 769911443730462848 
0.166982 177.593258 43.386064 20.665 18.553 17.658 17.283 17.115 0.067  0.007  0.006  0.006   0.01 769918212598909440 
0.173684 177.593255 43.386065 20.632 18.550 17.655 17.282 17.106 0.065  0.007  0.006  0.006   0.01 769918212598909440 
0.059354 177.366255 43.457759 24.300 18.763 18.129 17.962 17.925 0.936  0.008  0.007  0.008   0.01 769929169059754880 
0.067711 177.366252 43.457761 23.457 18.309 17.736 17.509 17.425 0.896  0.007  0.007  0.007   0.01 769929169059754880 
0.038366 170.624688 47.326130 18.579 18.436 18.338 18.099 18.055 0.016  0.007  0.008  0.009   0.02 788785484238866688 
0.057986 170.624686 47.326136 18.572 18.428 18.337 18.088 18.064 0.016  0.007  0.008  0.009   0.02 788785484238866688 
0.024002 178.184876 43.619474 18.799 18.393 18.489 18.443 18.649 0.017  0.007  0.008  0.010   0.03 769948410513593984 
0.052935 171.690660 47.887229 99.999 99.999 18.448 99.999 99.999 9.999  9.999  0.009  9.999  9.999  788829400285640064 
0.059072 171.690663 47.887231 18.712 18.644 18.417 18.355 18.339 0.019  0.008  0.008  0.011   0.03 788829400285640064 
0.065850 171.690665 47.887228 99.999 99.999 18.447 99.999 99.999 9.999  9.999  0.009  9.999  9.999  788829400285640064 
0.067669 171.690666 47.887231 18.752 18.664 18.447 18.373 18.369 0.019  0.008  0.009  0.011   0.03 788829400285640064 
0.042910 178.581012 43.549116 19.176 18.908 18.814 18.620 18.577 0.025  0.009  0.010  0.011   0.03 769979299918508416 
0.057504 178.581020 43.549114 19.173 18.911 18.823 18.626 18.592 0.024  0.009  0.010  0.011   0.02 769979299918508416 
0.112645 172.103509 47.509698 18.238 18.238 18.060 18.031 17.715 0.013  0.006  0.007  0.009   0.01 788838402544745856 
0.112929 172.103507 47.509692 18.228 18.234 18.054 18.025 17.697 0.013  0.006  0.007  0.009   0.02 788838402544745856 
0.145133 178.919457 43.811209 17.631 16.100 15.190 14.721 14.402 0.024  0.004  0.003  0.003   0.00 769989440336222720 
0.154461 178.919489 43.811211 17.555 16.044 15.140 14.665 14.336 0.024  0.004  0.003  0.003   0.00 769989440336222720 
0.080365 179.087169 43.973887 18.351 16.398 15.497 15.078 14.772 0.024  0.004  0.003  0.003   0.00 770004558621048320 
0.080490 179.087169 43.973887 18.248 16.346 15.451 15.033 14.715 0.023  0.004  0.003  0.003   0.00 770004558621048320 
0.129654 179.087189 43.973891 18.177 16.314 15.420 15.006 14.672 0.022  0.004  0.003  0.003   0.00 770004558621048320 
0.150567 179.268963 43.827103 17.182 15.797 15.104 14.750 14.489 0.011  0.003  0.002  0.003   0.00 770010056179259136 
0.186565 179.268964 43.827113 17.223 15.828 15.134 14.781 14.518 0.011  0.003  0.002  0.003   0.00 770010056179259136 
0.105463 179.824477 44.204529 18.939 18.918 18.686 18.644 18.686 0.019  0.009  0.009  0.011   0.03 770022421389554944 
0.138247 179.824465 44.204525 18.933 18.914 18.674 18.638 18.648 0.019  0.009  0.009  0.011   0.03 770022421389554944 
0.021974 172.238264 47.883582 19.169 17.628 17.014 16.751 16.535 0.031  0.005  0.005  0.005   0.01 788906297387517312 
0.032840 172.238256 47.883589 19.246 17.628 17.019 16.756 16.547 0.033  0.005  0.005  0.005   0.01 788906297387517312 
0.032841 172.238256 47.883589 19.252 17.633 17.025 16.763 16.555 0.033  0.005  0.005  0.005   0.01 788906297387517312 
0.063757 179.688866 44.636781 18.496 18.044 18.186 18.021 18.069 0.015  0.006  0.007  0.008   0.02 770106877626625152 
0.079990 179.688865 44.636776 18.486 18.042 18.185 18.015 18.049 0.015  0.006  0.007  0.008   0.02 770106877626625152 
0.069929 171.864230 39.033813 18.946 18.669 18.568 18.287 18.298 0.023  0.008  0.009  0.009   0.02 770127081152467840 
0.089887 171.864226 39.033808 18.882 18.628 18.530 18.246 18.235 0.022  0.008  0.009  0.009   0.02 770127081152467840 
0.022400 171.737990 39.252760 19.299 19.111 18.876 18.949 19.105 0.029  0.011  0.011  0.014   0.05 770133094106750720 
0.030019 171.737989 39.252764 19.291 19.116 18.879 18.952 19.101 0.029  0.011  0.011  0.014   0.05 770133094106750720 
0.040225 170.835721 47.734873 19.009 18.822 18.610 18.709 18.618 0.022  0.008  0.009  0.013   0.03 788983125761065472 
0.045849 170.835714 47.734872 18.979 18.820 18.616 18.719 18.595 0.022  0.008  0.009  0.013   0.03 788983125761065472 
0.020402 171.847465 39.163113 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  770152198121247232 
0.041878 171.847463 39.163107 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  770152198121247232 
0.062807 171.847453 39.163106 19.556 19.016 18.893 18.760 18.536 0.028  0.009  0.010  0.011   0.03 770152198121247232 
0.071182 171.847445 39.163113 19.573 19.025 18.905 18.768 18.527 0.027  0.009  0.010  0.012   0.02 770152198121247232 
0.040525 172.153629 39.561933 18.704 18.385 18.040 17.901 17.846 0.017  0.007  0.007  0.007   0.01 770166904089707008 
0.043766 172.153637 39.561930 18.688 18.378 18.036 17.898 17.843 0.017  0.007  0.007  0.007   0.02 770166904089707008 
0.026925 171.086266 39.526237 19.139 19.121 18.874 18.871 19.010 0.022  0.009  0.010  0.012   0.04 770210678396102528 
0.052717 171.086257 39.526236 19.159 19.125 18.877 18.877 19.010 0.022  0.009  0.010  0.012   0.04 770210678396102528 
0.052717 171.086257 39.526236 19.159 19.125 18.877 18.877 19.010 0.022  0.009  0.010  0.012   0.04 770210678396102528 
0.063659 171.777616 39.939256 21.752 19.018 18.678 18.623 18.665 0.113  0.009  0.009  0.011   0.02 770237341553224576 
0.064623 171.777620 39.939256 21.678 19.015 18.673 18.616 18.653 0.108  0.009  0.009  0.011   0.03 770237341553224576 
0.041679 172.262714 39.979073 18.860 18.681 18.797 18.578 18.409 0.018  0.008  0.009  0.011   0.02 770284418689752064 
0.043244 172.262713 39.979073 18.851 18.674 18.782 18.563 18.396 0.018  0.008  0.009  0.011   0.02 770284418689752064 
0.054873 172.262717 39.979076 18.837 18.667 18.767 18.553 18.353 0.018  0.008  0.009  0.011   0.02 770284418689752064 
0.094823 172.648422 40.171530 18.520 17.764 17.247 16.872 16.689 0.022  0.006  0.006  0.006   0.01 770299876277107968 
0.101414 172.648425 40.171530 18.470 17.766 17.252 16.898 16.625 0.021  0.006  0.006  0.006   0.01 770299876277107968 
0.111253 172.648429 40.171531 18.538 17.770 17.249 16.884 16.707 0.022  0.006  0.006  0.006   0.01 770299876277107968 
0.113662 172.648431 40.171530 18.469 17.745 17.238 16.869 16.691 0.020  0.006  0.006  0.006   0.01 770299876277107968 
0.073664 172.391646 40.134729 20.467 18.882 18.692 18.640 18.565 0.047  0.008  0.009  0.011   0.03 770310463371429376 
0.081897 172.391643 40.134733 20.509 18.884 18.700 18.647 18.590 0.046  0.008  0.009  0.011   0.02 770310463371429376 
0.081897 172.391643 40.134733 20.509 18.884 18.700 18.647 18.590 0.046  0.008  0.009  0.011   0.02 770310463371429376 
0.006032 172.292251 40.234778 19.468 19.136 19.177 19.290 19.144 0.033  0.011  0.013  0.018   0.05 770314925842543488 
0.041144 172.292261 40.234771 19.433 19.121 19.163 19.278 19.108 0.033  0.010  0.013  0.020   0.05 770314925842543488 
0.045220 172.342238 40.306222 19.103 18.851 18.567 18.530 18.544 0.026  0.009  0.009  0.011   0.03 770315582972410496 
0.062593 172.342242 40.306215 19.080 18.841 18.556 18.520 18.527 0.026  0.009  0.009  0.011   0.03 770315582972410496 
0.273228 172.342295 40.306171 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  770315582972410496 
